0,0,0.5
0,4,0.5
1,32,0.166666666667
1,1,0.166666666667
1,4,0.333333333333
1,7,0.166666666667
1,14,0.0
1,28,0.166666666667
2,8,0.5
2,16,0.0
2,2,0.5
3,3,1.0
4,0,0.166666666667
4,8,0.166666666667
4,10,0.166666666667
4,4,0.333333333333
4,18,0.166666666667
5,8,0.25
5,16,0.25
5,14,0.25
5,5,1.11022302463e-16
5,30,0.25
6,2,0.0
6,11,0.5
6,10,0.0
6,6,0.5
7,0,0.0
7,1,0.5
7,14,0.0
7,7,0.5
8,32,0.1
8,8,0.3
8,16,0.2
8,19,0.0
8,23,0.1
8,24,0.2
8,26,0.1
9,16,0.166666666667
9,9,0.333333333333
9,19,0.166666666667
9,30,0.166666666667
9,31,0.166666666667
10,10,1.0
11,19,0.25
11,26,0.25
11,11,0.0
11,29,0.25
11,6,0.25
12,1,0.5
12,12,0.5
13,17,0.0
13,10,0.5
13,3,0.5
13,13,0.0
14,1,0.125
14,5,0.125
14,13,0.125
14,14,0.25
14,17,0.25
14,18,0.125
15,0,0.0
15,28,0.5
15,15,0.5
16,33,1.38777878078e-17
16,2,0.166666666667
16,5,0.166666666667
16,8,0.333333333333
16,9,0.166666666667
16,16,0.166666666667
17,17,0.166666666667
17,18,0.166666666667
17,25,0.333333333333
17,22,0.166666666667
17,7,0.166666666667
18,4,0.333333333333
18,14,0.166666666667
18,17,1.04083408559e-16
18,18,0.166666666667
18,21,0.166666666667
18,24,0.166666666667
19,4,0.166666666667
19,8,0.166666666667
19,13,0.0
19,16,0.166666666667
19,19,0.333333333333
19,20,0.166666666667
20,32,0.166666666667
20,1,0.25
20,19,0.0833333333333
20,20,0.166666666667
20,21,0.166666666667
20,22,0.0833333333333
20,25,0.0833333333333
21,0,0.25
21,1,0.125
21,20,0.25
21,21,0.125
21,23,0.125
21,25,0.125
22,17,0.166666666667
22,28,0.166666666667
22,13,0.166666666667
22,22,0.166666666667
22,29,0.333333333333
23,3,0.5
23,13,0.5
23,23,0.0
24,34,0.1
24,8,0.1
24,16,0.2
24,18,0.1
24,24,0.2
24,28,0.3
25,25,1.0
26,8,0.25
26,16,4.16333634234e-17
26,26,0.25
26,12,0.25
26,25,0.25
27,8,0.5
27,27,0.5
28,0,0.0769230769231
28,1,0.0769230769231
28,3,0.153846153846
28,22,0.230769230769
28,24,0.115384615385
28,25,0.153846153846
28,27,0.115384615385
28,28,0.0384615384615
28,30,0.0384615384615
29,1,0.5
29,29,0.5
29,22,0.0
30,5,0.166666666667
30,9,0.0
30,17,0.166666666667
30,21,0.166666666667
30,25,0.166666666667
30,30,0.333333333333
31,2,0.0
31,10,0.5
31,31,0.5
32,32,0.166666666667
32,3,0.166666666667
32,8,0.166666666667
32,14,1.2490009027e-16
32,24,0.166666666667
32,30,0.333333333333
33,33,0.5
33,13,0.5
34,25,0.5
34,34,0.5
34,2,0.0
